model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,roc_auc_mean,roc_auc_std
XGBoost Baseline - Cross Validation - All Features,0.8091510611735331,0.039112476288980284,0.7658786386688563,0.06368177018998371,0.7278991596638655,0.08459042418030556,0.7436785287404747,0.06114573236027991,0.8637160399513342,0.04076915573802829
XGBoost GridSearch - Cross Validation - All Features,0.8270786516853933,0.027907045372387376,0.8063353705118411,0.05188794248057362,0.7278991596638655,0.07058303302158452,0.7622639176384169,0.04434911072044613,0.8718971224853578,0.041771069484330944
